,Player_ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player_ID1,Games,Min_Played,FG%,AVG_DIST_FGA,%FGA_2P,%FGA_0-3ft,%FGA_3-10ft,%FGA_10-16ft,%FGA_16ft<3,%FGA_3P,2P%,0-3_FG%,3-10_FG%,10-16_FG%,16<3_FG%,3P%,%ASTd_2P,%FGA_DUNK,DUNKS,%ASTd_3P,%_CORNER3PA,3P%_CORNER3,HEAVE_ATT,HEAVE_MD
57,rushbr01,457.0,139.0,21.8,2.6,6.0,0.428,1.1,2.7,0.403,1.5,3.3,0.449,0.519,0.6,0.9,0.705,0.4,2.6,3.0,1.0,0.5,0.5,0.8,1.3,6.9,rushbr01,457.0,9948.0,0.428,16.7,0.552,0.204,0.078,0.069,0.2,0.448,0.449,0.57,0.33,0.379,0.395,0.403,0.538,0.038,94.0,0.952,0.382,0.439,4.0,0.0
58,haywobr01,816.0,549.0,22.9,2.6,4.9,0.528,0.0,0.0,0.0,2.6,4.9,0.528,0.528,1.6,2.8,0.587,2.6,3.4,6.0,0.5,0.4,1.4,1.0,2.5,6.8,haywobr01,816.0,18680.0,0.528,4.0,0.999,0.561,0.318,0.098,0.022,0.001,0.528,0.691,0.329,0.297,0.284,0.0,0.553,0.207,799.0,0.0,0.0,0.0,0.0,0.0
59,roberbr01,294.0,57.0,16.8,2.5,6.0,0.412,0.7,2.0,0.355,1.8,4.0,0.44,0.471,1.1,1.2,0.913,0.2,1.2,1.4,2.4,0.4,0.1,0.9,1.2,6.7,roberbr01,294.0,4948.0,0.412,16.8,0.669,0.123,0.138,0.117,0.29,0.331,0.44,0.472,0.432,0.449,0.426,0.355,0.332,0.0,0.0,0.646,0.157,0.385,10.0,0.0
60,lopezbr01,539.0,504.0,32.3,7.2,14.2,0.507,0.2,0.6,0.316,7.0,13.6,0.515,0.513,4.0,5.0,0.795,2.7,4.5,7.2,1.5,0.6,1.7,2.0,2.8,18.5,lopezbr01,538.0,17405.0,0.507,8.0,0.962,0.349,0.323,0.14,0.149,0.038,0.514,0.649,0.466,0.42,0.393,0.317,0.605,0.082,583.0,0.978,0.164,0.313,0.0,0.0
61,hieldbu01,58.0,37.0,20.5,3.3,8.3,0.396,1.6,4.2,0.369,1.7,4.1,0.424,0.49,0.6,0.6,0.889,0.3,2.6,2.9,1.3,0.3,0.1,0.8,1.4,8.7,hieldbu01,58.0,1187.0,0.396,16.6,0.494,0.243,0.073,0.064,0.112,0.506,0.424,0.513,0.257,0.323,0.407,0.369,0.485,0.01,5.0,0.811,0.139,0.441,1.0,0.0
62,mccolcj01,237.0,140.0,26.2,5.8,12.7,0.456,1.8,4.3,0.409,4.0,8.3,0.481,0.526,1.9,2.3,0.829,0.5,2.1,2.6,2.7,0.9,0.3,1.7,2.0,15.3,mccolcj01,237.0,6201.0,0.456,15.3,0.658,0.174,0.14,0.137,0.206,0.342,0.481,0.544,0.453,0.492,0.441,0.409,0.249,0.009,24.0,0.758,0.212,0.427,6.0,0.0
63,milescj01,690.0,284.0,20.8,3.5,8.5,0.417,1.4,3.8,0.358,2.1,4.6,0.466,0.498,1.3,1.7,0.803,0.5,2.0,2.4,1.1,0.7,0.3,0.9,2.2,9.8,milescj01,690.0,14329.0,0.417,16.7,0.545,0.197,0.105,0.067,0.176,0.455,0.466,0.639,0.355,0.372,0.375,0.358,0.582,0.048,238.0,0.931,0.204,0.403,22.0,0.0
64,watsocj01,584.0,104.0,20.3,2.6,6.1,0.42,0.8,2.1,0.377,1.8,4.0,0.443,0.485,1.4,1.8,0.811,0.4,1.6,1.9,2.5,0.9,0.1,1.1,1.5,7.3,watsocj01,584.0,11855.0,0.42,16.2,0.653,0.194,0.09,0.081,0.287,0.347,0.443,0.563,0.34,0.42,0.401,0.377,0.372,0.001,4.0,0.823,0.312,0.427,15.0,1.0
65,wilcocj01,60.0,0.0,5.7,0.8,2.0,0.388,0.3,0.9,0.333,0.5,1.1,0.433,0.463,0.2,0.3,0.813,0.1,0.4,0.5,0.5,0.2,0.1,0.3,0.5,2.1,wilcocj01,60.0,343.0,0.388,18.4,0.554,0.132,0.05,0.074,0.298,0.446,0.433,0.688,0.167,0.556,0.333,0.333,0.655,0.008,1.0,0.889,0.204,0.455,0.0,0.0
66,payneca01,77.0,1.0,13.2,2.0,5.3,0.385,0.7,2.1,0.319,1.4,3.2,0.429,0.449,0.3,0.4,0.821,0.1,1.4,1.5,1.9,0.6,0.1,0.8,1.5,5.1,payneca01,77.0,1018.0,0.385,15.6,0.6,0.135,0.181,0.164,0.12,0.4,0.429,0.418,0.419,0.448,0.429,0.319,0.143,0.002,1.0,0.808,0.215,0.371,2.0,0.0
67,landrca01,513.0,93.0,22.5,4.1,7.6,0.535,0.0,0.1,0.3,4.0,7.5,0.537,0.536,2.7,3.4,0.785,1.9,3.0,4.9,0.7,0.4,0.4,1.2,2.4,10.8,landrca01,513.0,11524.0,0.535,8.1,0.992,0.408,0.2,0.15,0.234,0.008,0.537,0.714,0.408,0.431,0.406,0.3,0.619,0.1,375.0,1.0,0.267,0.375,5.0,0.0
68,boozeca01,861.0,775.0,31.2,6.8,13.0,0.521,0.0,0.0,0.071,6.8,13.0,0.522,0.521,2.6,3.7,0.722,2.4,7.1,9.5,2.2,0.9,0.4,2.1,3.0,16.2,boozeca01,861.0,26901.0,0.521,7.9,0.999,0.405,0.179,0.211,0.205,0.001,0.522,0.679,0.403,0.426,0.414,0.071,0.691,0.056,562.0,1.0,0.143,0.0,1.0,0.0
69,anthoca01,959.0,959.0,36.2,8.9,19.6,0.452,1.2,3.4,0.347,7.7,16.1,0.475,0.483,5.9,7.3,0.812,1.8,4.8,6.6,3.1,1.1,0.5,2.8,2.9,24.8,anthoca01,959.0,34742.0,0.452,12.3,0.825,0.325,0.081,0.137,0.282,0.175,0.475,0.591,0.338,0.396,0.418,0.347,0.443,0.055,969.0,0.787,0.115,0.352,43.0,0.0
70,butleca01,881.0,732.0,32.2,5.2,12.0,0.434,0.8,2.4,0.348,4.4,9.6,0.456,0.469,2.8,3.3,0.847,1.3,3.7,5.0,2.3,1.3,0.2,1.8,2.4,14.1,butleca01,881.0,28333.0,0.434,13.9,0.798,0.255,0.103,0.109,0.331,0.202,0.456,0.585,0.359,0.374,0.413,0.348,0.524,0.042,411.0,0.818,0.274,0.379,48.0,1.0
71,martica01,243.0,15.0,13.8,1.8,4.5,0.392,0.9,2.4,0.372,0.9,2.1,0.414,0.491,0.6,0.9,0.729,0.4,1.5,1.9,0.5,0.4,0.1,0.5,1.3,5.1,martica01,243.0,3351.0,0.392,18.4,0.466,0.148,0.065,0.067,0.187,0.534,0.414,0.593,0.296,0.257,0.371,0.372,0.642,0.005,5.0,0.959,0.324,0.374,4.0,0.0
72,parsoch01,367.0,351.0,32.3,5.3,11.3,0.468,1.6,4.3,0.375,3.6,6.9,0.527,0.541,1.6,2.2,0.711,0.9,4.0,4.9,2.9,1.0,0.4,1.6,2.0,13.8,parsoch01,367.0,11853.0,0.468,13.3,0.614,0.332,0.141,0.051,0.09,0.386,0.527,0.66,0.367,0.351,0.384,0.375,0.528,0.049,181.0,0.916,0.258,0.439,4.0,0.0
73,fryech01,776.0,429.0,23.5,3.5,8.0,0.438,1.2,3.1,0.388,2.3,4.8,0.47,0.514,1.1,1.3,0.821,1.0,3.8,4.8,1.0,0.5,0.7,0.9,2.7,9.2,fryech01,776.0,18255.0,0.438,17.2,0.609,0.134,0.117,0.081,0.277,0.391,0.47,0.603,0.465,0.4,0.429,0.388,0.658,0.034,187.0,0.98,0.133,0.425,6.0,0.0
74,villach01,656.0,163.0,20.7,4.0,9.3,0.435,1.1,3.2,0.341,3.0,6.1,0.484,0.494,1.2,1.6,0.772,1.2,3.4,4.6,0.8,0.5,0.5,1.0,2.2,10.4,villach01,656.0,13578.0,0.435,13.7,0.655,0.248,0.175,0.123,0.11,0.345,0.484,0.608,0.445,0.384,0.38,0.341,0.58,0.05,272.0,0.983,0.201,0.317,10.0,1.0
75,budinch01,407.0,50.0,19.7,2.9,6.8,0.43,1.0,2.9,0.352,1.9,3.9,0.486,0.504,1.0,1.3,0.797,0.6,2.5,3.0,1.2,0.5,0.2,0.8,1.2,7.9,budinch01,407.0,7998.0,0.43,14.9,0.576,0.255,0.109,0.065,0.146,0.424,0.486,0.649,0.341,0.37,0.361,0.352,0.702,0.046,122.0,0.971,0.345,0.384,1.0,0.0
76,anderch01,695.0,45.0,17.7,1.9,3.6,0.532,0.0,0.1,0.221,1.9,3.5,0.541,0.535,1.5,2.3,0.654,1.7,3.3,5.0,0.5,0.4,1.4,0.7,1.9,5.4,anderch01,695.0,12273.0,0.532,5.0,0.973,0.695,0.084,0.07,0.123,0.027,0.541,0.636,0.276,0.291,0.326,0.221,0.678,0.243,552.0,0.933,0.235,0.375,10.0,1.0
77,boshch01,893.0,881.0,35.8,7.0,14.1,0.494,0.3,1.0,0.335,6.6,13.1,0.506,0.506,5.0,6.3,0.799,2.2,6.3,8.5,2.0,0.8,1.0,2.0,2.4,19.2,boshch01,893.0,31936.0,0.494,10.8,0.928,0.304,0.151,0.182,0.291,0.072,0.506,0.651,0.421,0.416,0.454,0.335,0.593,0.079,906.0,0.957,0.222,0.351,8.0,2.0
78,copelch01,171.0,26.0,12.3,2.1,5.0,0.427,0.9,2.5,0.365,1.2,2.5,0.486,0.516,0.7,0.9,0.752,0.4,1.2,1.6,0.6,0.2,0.2,0.8,1.4,5.8,copelch01,171.0,2111.0,0.427,15.7,0.508,0.247,0.129,0.033,0.099,0.492,0.486,0.642,0.378,0.214,0.329,0.365,0.448,0.013,10.0,0.935,0.23,0.371,1.0,0.0
79,douglch01,222.0,61.0,19.7,2.6,5.9,0.439,0.4,1.1,0.329,2.2,4.7,0.465,0.471,1.5,1.8,0.831,0.4,1.8,2.1,1.1,0.6,0.2,0.9,1.3,7.1,douglch01,222.0,4381.0,0.439,10.7,0.805,0.391,0.132,0.102,0.18,0.195,0.465,0.566,0.358,0.316,0.407,0.329,0.52,0.028,36.0,0.94,0.557,0.352,3.0,0.0
80,johnsch04,147.0,4.0,15.5,1.6,4.0,0.392,0.7,2.3,0.307,0.9,1.7,0.508,0.48,0.6,0.7,0.835,0.5,1.5,2.0,0.6,0.6,0.2,0.5,1.4,4.4,johnsch04,147.0,2274.0,0.392,16.6,0.422,0.237,0.077,0.043,0.066,0.578,0.508,0.655,0.289,0.4,0.308,0.307,0.611,0.015,8.0,0.962,0.478,0.333,1.0,0.0
81,kamanch01,735.0,538.0,26.7,4.7,9.6,0.489,0.0,0.0,0.042,4.7,9.5,0.49,0.489,1.8,2.5,0.743,2.0,5.6,7.6,1.3,0.4,1.3,2.1,2.7,11.2,kamanch01,735.0,19642.0,0.489,7.2,0.997,0.368,0.297,0.2,0.131,0.003,0.49,0.593,0.445,0.392,0.456,0.042,0.639,0.044,294.0,1.0,0.083,0.0,10.0,0.0
82,paulch01,809.0,809.0,35.6,6.6,13.9,0.473,1.2,3.2,0.367,5.4,10.8,0.504,0.514,4.4,5.1,0.865,0.7,3.7,4.4,9.9,2.3,0.1,2.4,2.5,18.7,paulch01,809.0,28837.0,0.473,14.0,0.772,0.188,0.163,0.174,0.247,0.228,0.504,0.61,0.489,0.473,0.453,0.367,0.115,0.004,42.0,0.489,0.099,0.373,13.0,0.0
83,hayesch01,644.0,244.0,18.3,1.6,3.3,0.498,0.0,0.0,0.0,1.6,3.2,0.501,0.498,0.5,0.8,0.62,1.7,3.3,5.0,1.2,0.7,0.4,0.7,2.3,3.7,hayesch01,644.0,11815.0,0.498,3.1,0.993,0.654,0.306,0.032,0.002,0.007,0.501,0.567,0.384,0.313,0.0,0.0,0.643,0.009,15.0,0.0,0.071,0.0,7.0,0.0
84,earlycl01,56.0,9.0,14.3,1.6,4.5,0.346,0.5,1.8,0.263,1.1,2.8,0.4,0.398,0.7,0.9,0.75,0.5,1.7,2.2,0.8,0.5,0.3,0.9,1.3,4.3,earlycl01,56.0,801.0,0.346,14.8,0.61,0.276,0.106,0.047,0.181,0.39,0.4,0.557,0.296,0.5,0.196,0.263,0.597,0.055,11.0,0.923,0.323,0.281,0.0,0.0
85,capelca01,133.0,73.0,19.4,3.6,5.9,0.61,0.0,0.0,0.0,3.6,5.9,0.61,0.61,1.1,2.6,0.406,2.3,4.2,6.5,0.7,0.6,1.2,0.9,2.4,8.3,capelca01,133.0,2580.0,0.61,1.9,0.999,0.772,0.222,0.004,0.001,0.001,0.61,0.695,0.326,0.333,0.0,0.0,0.755,0.298,215.0,0.0,0.0,0.0,1.0,0.0
86,zelleco01,256.0,145.0,22.3,2.9,5.8,0.495,0.0,0.0,0.167,2.9,5.8,0.498,0.496,2.1,2.8,0.741,1.7,3.8,5.6,1.2,0.6,0.8,1.0,2.6,7.9,zelleco01,256.0,5721.0,0.495,6.7,0.992,0.573,0.137,0.041,0.241,0.008,0.498,0.611,0.4,0.344,0.31,0.167,0.77,0.162,221.0,1.0,0.167,0.5,0.0,0.0
87,aldrico01,307.0,23.0,10.7,1.4,2.6,0.531,0.0,0.0,0.0,1.4,2.6,0.531,0.531,0.6,0.8,0.747,1.1,2.5,3.6,0.6,0.4,0.7,0.6,1.6,3.3,aldrico01,307.0,3281.0,0.531,3.7,1.0,0.47,0.492,0.03,0.003,0.0,0.531,0.683,0.405,0.292,0.0,0.0,0.689,0.134,95.0,0.0,0.0,0.0,0.0,0.0
88,breweco01,687.0,286.0,24.3,3.5,8.4,0.423,0.7,2.3,0.284,2.9,6.0,0.477,0.463,1.6,2.3,0.712,0.8,2.1,2.9,1.6,1.3,0.3,1.3,2.2,9.4,breweco01,687.0,16680.0,0.423,12.1,0.723,0.368,0.13,0.066,0.159,0.277,0.477,0.615,0.329,0.337,0.334,0.284,0.658,0.067,350.0,0.962,0.549,0.31,48.0,2.0
89,jeffeco01,58.0,1.0,10.0,1.4,3.3,0.444,0.0,0.3,0.125,1.4,3.0,0.474,0.45,0.6,1.0,0.583,0.9,1.9,2.8,0.3,0.2,0.4,0.3,1.2,3.5,jeffeco01,58.0,581.0,0.444,9.0,0.915,0.376,0.217,0.148,0.175,0.085,0.474,0.592,0.341,0.536,0.333,0.125,0.561,0.18,26.0,1.0,0.313,0.4,1.0,0.0
90,josepco01,339.0,48.0,18.7,2.5,5.5,0.456,0.3,0.9,0.318,2.2,4.6,0.483,0.482,1.2,1.6,0.771,0.5,1.7,2.2,2.3,0.6,0.2,0.9,1.3,6.5,josepco01,339.0,6323.0,0.456,11.1,0.839,0.315,0.204,0.114,0.206,0.161,0.483,0.613,0.414,0.377,0.41,0.318,0.301,0.001,1.0,0.947,0.415,0.363,6.0,0.0
91,leeco01,653.0,410.0,27.7,3.7,8.2,0.451,1.1,2.8,0.388,2.6,5.5,0.483,0.516,1.2,1.4,0.846,0.5,2.2,2.7,1.6,1.0,0.3,1.0,1.7,9.7,leeco01,653.0,18062.0,0.451,15.0,0.665,0.22,0.096,0.119,0.231,0.335,0.483,0.627,0.351,0.425,0.429,0.388,0.528,0.022,102.0,0.96,0.421,0.414,10.0,1.0
92,feliccr01,79.0,4.0,13.6,1.6,2.9,0.554,0.0,0.1,0.0,1.6,2.9,0.563,0.554,1.0,1.4,0.679,1.6,2.6,4.2,0.7,0.3,0.3,0.4,1.4,4.2,feliccr01,79.0,1074.0,0.554,5.2,0.983,0.67,0.112,0.034,0.167,0.017,0.563,0.641,0.423,0.375,0.385,0.0,0.643,0.18,38.0,0.0,0.0,0.0,0.0,0.0
93,augusdj01,631.0,190.0,23.9,3.1,7.8,0.403,1.2,3.3,0.373,1.9,4.5,0.425,0.483,2.1,2.5,0.861,0.3,1.5,1.8,3.9,0.6,0.0,1.5,1.5,9.6,augusdj01,631.0,15055.0,0.403,15.6,0.575,0.257,0.109,0.062,0.146,0.425,0.425,0.516,0.293,0.34,0.4,0.373,0.218,0.0,0.0,0.717,0.184,0.409,40.0,2.0
94,russeda01,122.0,90.0,27.6,4.9,12.2,0.404,1.7,5.0,0.35,3.2,7.2,0.44,0.475,1.9,2.6,0.751,0.6,3.0,3.5,3.8,1.2,0.2,2.5,1.8,13.5,russeda01,122.0,3371.0,0.404,15.9,0.594,0.165,0.137,0.146,0.146,0.406,0.44,0.573,0.466,0.336,0.369,0.35,0.254,0.003,4.0,0.679,0.136,0.402,9.0,0.0
95,jonesda02,623.0,157.0,15.7,1.9,4.4,0.439,0.2,0.5,0.331,1.8,3.9,0.454,0.459,1.3,1.8,0.751,0.4,1.3,1.7,0.8,0.4,0.2,0.8,1.9,5.4,jonesda02,623.0,9787.0,0.439,10.9,0.882,0.345,0.146,0.108,0.283,0.118,0.454,0.59,0.422,0.323,0.354,0.331,0.494,0.057,138.0,0.972,0.755,0.365,6.0,0.0
96,lillada01,373.0,373.0,36.4,7.4,17.3,0.428,2.6,7.0,0.367,4.8,10.2,0.469,0.502,4.6,5.3,0.876,0.6,3.4,4.0,6.2,0.9,0.3,2.8,2.2,22.0,lillada01,373.0,13569.0,0.428,15.3,0.593,0.273,0.097,0.065,0.159,0.407,0.469,0.565,0.314,0.405,0.427,0.367,0.24,0.016,88.0,0.534,0.073,0.385,10.0,0.0
97,rudezda01,136.0,2.0,11.7,1.3,2.9,0.43,0.8,2.0,0.383,0.5,0.9,0.537,0.563,0.2,0.2,0.774,0.1,0.5,0.7,0.6,0.2,0.1,0.5,1.0,3.4,rudezda01,136.0,1591.0,0.43,21.0,0.306,0.096,0.02,0.035,0.154,0.694,0.537,0.684,0.25,0.5,0.492,0.383,0.754,0.01,4.0,0.971,0.307,0.429,1.0,0.0
98,gallida01,443.0,373.0,31.0,4.6,10.9,0.418,1.8,4.9,0.368,2.8,6.0,0.459,0.5,4.2,4.9,0.859,0.8,3.9,4.6,2.0,0.8,0.4,1.3,1.9,15.1,gallida01,442.0,13722.0,0.417,16.4,0.553,0.232,0.081,0.056,0.185,0.447,0.458,0.594,0.331,0.361,0.373,0.367,0.481,0.053,231.0,0.899,0.204,0.39,14.0,2.0
99,grangda01,586.0,431.0,31.5,5.7,13.1,0.434,1.7,4.5,0.38,4.0,8.6,0.463,0.5,3.7,4.4,0.848,1.2,3.8,4.9,1.9,1.0,0.8,1.9,2.8,16.8,grangda01,586.0,18487.0,0.434,15.2,0.655,0.219,0.114,0.097,0.225,0.345,0.463,0.598,0.402,0.376,0.399,0.38,0.442,0.02,141.0,0.937,0.168,0.411,6.0,0.0
100,greenda02,450.0,384.0,25.0,3.2,7.4,0.427,1.8,4.5,0.404,1.3,2.9,0.464,0.55,0.8,1.0,0.82,0.5,2.9,3.4,1.6,1.0,0.8,1.0,1.7,9.0,greenda02,450.0,11237.0,0.427,18.3,0.388,0.167,0.075,0.054,0.092,0.612,0.464,0.603,0.361,0.3,0.39,0.404,0.653,0.015,36.0,0.942,0.347,0.405,12.0,0.0
101,cunnida01,555.0,141.0,21.3,2.6,5.7,0.467,0.2,0.6,0.313,2.4,5.0,0.485,0.484,0.6,0.9,0.65,1.2,2.6,3.8,0.7,0.7,0.5,0.5,1.8,6.0,cunnida01,555.0,11817.0,0.467,13.4,0.893,0.258,0.093,0.104,0.439,0.107,0.485,0.689,0.364,0.399,0.412,0.313,0.842,0.057,164.0,1.0,0.567,0.358,11.0,0.0
102,exumda01,124.0,58.0,20.9,2.0,5.2,0.379,0.9,2.9,0.303,1.1,2.3,0.474,0.463,0.4,0.6,0.739,0.3,1.3,1.7,2.2,0.4,0.2,1.3,2.0,5.3,exumda01,124.0,2596.0,0.379,16.7,0.445,0.236,0.1,0.026,0.083,0.555,0.474,0.627,0.354,0.235,0.259,0.303,0.387,0.046,27.0,0.954,0.403,0.29,3.0,0.0
103,saricda01,56.0,11.0,24.4,4.0,10.0,0.397,1.3,3.9,0.327,2.7,6.1,0.442,0.462,1.6,2.1,0.784,1.3,4.6,5.9,1.8,0.6,0.3,1.9,1.7,10.8,saricda01,56.0,1368.0,0.397,14.7,0.606,0.281,0.12,0.052,0.159,0.394,0.442,0.567,0.418,0.345,0.281,0.327,0.56,0.013,7.0,0.931,0.105,0.348,1.0,0.0
104,milleda01,102.0,10.0,14.3,1.2,2.8,0.42,0.5,1.3,0.351,0.7,1.4,0.483,0.504,0.4,0.4,0.841,0.2,1.1,1.3,0.9,0.4,0.2,0.5,1.8,3.1,milleda01,102.0,1460.0,0.42,18.0,0.523,0.071,0.153,0.107,0.192,0.477,0.483,0.7,0.372,0.4,0.537,0.351,0.634,0.011,3.0,0.936,0.373,0.36,2.0,0.0
105,morrida01,132.0,17.0,11.1,1.3,3.3,0.384,0.4,1.1,0.322,0.9,2.2,0.416,0.439,0.4,0.6,0.63,0.3,0.7,1.0,1.4,0.3,0.0,0.8,1.0,3.3,morrida01,132.0,1464.0,0.384,13.1,0.662,0.313,0.148,0.074,0.127,0.338,0.416,0.563,0.344,0.219,0.255,0.322,0.319,0.007,3.0,0.83,0.322,0.319,2.0,1.0
106,arthuda01,472.0,105.0,18.3,2.8,6.4,0.445,0.3,0.9,0.353,2.5,5.5,0.46,0.469,0.7,1.0,0.764,1.1,2.5,3.7,0.8,0.6,0.6,0.8,2.5,6.7,arthuda01,472.0,8638.0,0.445,13.0,0.865,0.241,0.131,0.132,0.362,0.135,0.46,0.585,0.376,0.436,0.416,0.353,0.779,0.066,173.0,0.986,0.25,0.343,5.0,0.0
107,collida01,545.0,360.0,29.6,4.7,10.0,0.469,0.8,2.2,0.38,3.9,7.9,0.494,0.51,2.5,2.9,0.852,0.5,2.2,2.6,4.8,1.1,0.1,2.1,1.7,12.7,collida01,545.0,16120.0,0.469,12.9,0.783,0.278,0.131,0.133,0.242,0.217,0.494,0.622,0.377,0.434,0.443,0.38,0.298,0.009,45.0,0.758,0.302,0.478,19.0,0.0
108,hillida01,65.0,3.0,10.4,1.3,3.5,0.366,0.4,1.3,0.326,0.8,2.2,0.39,0.427,0.7,1.0,0.719,0.1,1.0,1.1,0.8,0.2,0.0,0.6,0.9,3.7,hillida01,65.0,673.0,0.366,16.3,0.621,0.176,0.119,0.079,0.251,0.379,0.39,0.575,0.185,0.389,0.351,0.326,0.4,0.009,2.0,0.893,0.384,0.333,3.0,0.0
109,leeda02,805.0,502.0,29.6,5.6,10.5,0.535,0.0,0.0,0.034,5.6,10.4,0.537,0.535,2.5,3.3,0.772,2.6,6.3,8.9,2.2,0.8,0.4,1.8,2.7,13.7,leeda02,805.0,23839.0,0.535,6.4,0.997,0.497,0.229,0.1,0.171,0.003,0.537,0.665,0.398,0.428,0.415,0.034,0.655,0.092,738.0,1.0,0.103,0.0,3.0,0.0
110,westda01,936.0,742.0,29.7,5.8,11.8,0.492,0.1,0.2,0.261,5.7,11.6,0.496,0.495,2.7,3.3,0.818,1.8,4.9,6.7,2.2,0.8,0.8,1.7,2.4,14.3,westda01,936.0,27786.0,0.492,10.0,0.982,0.273,0.229,0.193,0.286,0.018,0.496,0.614,0.451,0.417,0.474,0.261,0.614,0.027,272.0,0.906,0.192,0.308,8.0,0.0
111,bertada01,48.0,3.0,11.6,1.4,3.2,0.439,0.9,2.4,0.389,0.5,0.9,0.571,0.581,0.5,0.6,0.8,0.3,1.1,1.4,0.7,0.3,0.4,0.4,1.1,4.3,bertada01,48.0,556.0,0.439,20.0,0.271,0.168,0.039,0.006,0.058,0.729,0.571,0.692,0.333,0.0,0.444,0.389,0.792,0.071,11.0,0.977,0.204,0.478,1.0,0.0
112,jordade01,649.0,537.0,27.5,3.6,5.4,0.672,0.0,0.0,0.1,3.6,5.4,0.674,0.672,1.7,4.0,0.43,3.1,6.9,10.0,0.6,0.6,1.8,1.3,2.7,9.0,jordade01,649.0,17833.0,0.672,1.8,0.997,0.825,0.16,0.009,0.003,0.003,0.674,0.723,0.45,0.367,0.182,0.1,0.705,0.491,1525.0,0.0,0.1,0.0,0.0,0.0
113,liggide01,103.0,20.0,10.2,0.8,1.9,0.424,0.2,0.7,0.358,0.6,1.2,0.46,0.487,0.4,0.7,0.574,0.3,1.1,1.4,0.6,0.6,0.2,0.5,1.0,2.2,liggide01,103.0,1054.0,0.424,11.9,0.649,0.414,0.126,0.037,0.073,0.351,0.46,0.582,0.25,0.0,0.357,0.358,0.649,0.026,3.0,0.958,0.478,0.438,1.0,0.0
114,blairde01,424.0,179.0,16.6,2.9,5.6,0.524,0.0,0.0,0.0,2.9,5.6,0.526,0.524,0.9,1.5,0.608,1.9,3.2,5.1,0.8,0.7,0.3,1.1,2.4,6.8,blairde01,424.0,7054.0,0.524,4.6,0.996,0.548,0.327,0.096,0.025,0.004,0.526,0.631,0.412,0.364,0.333,0.0,0.704,0.039,82.0,0.0,0.0,0.0,4.0,0.0
115,derozde01,571.0,559.0,34.0,6.7,15.1,0.445,0.4,1.4,0.28,6.3,13.7,0.462,0.458,5.1,6.1,0.827,0.8,3.3,4.0,2.7,1.0,0.3,1.9,2.3,18.9,derozde01,571.0,19430.0,0.445,12.3,0.908,0.221,0.171,0.195,0.321,0.092,0.462,0.639,0.434,0.419,0.38,0.28,0.451,0.041,324.0,0.851,0.412,0.38,14.0,0.0
